"COMP","REGIAO","UF","CO_IBGE","MUNICIPIO","MOTIVO_DESABILITACAO","CNES","NOME_ESTABELECIMENTO","RAZAO_SOCIAL","TP_GESTAO","CO_TIPO_UNIDADE","DS_TIPO_UNIDADE","NATUREZA_JURIDICA","DESC_NATUREZA_JURIDICA","NO_LOGRADOURO","NU_ENDERECO","NO_COMPLEMENTO","NO_BAIRRO","CO_CEP","NU_TELEFONE","NO_EMAIL","LEITOS_EXISTENTES","LEITOS_SUS","UTI_TOTAL_EXIST","UTI_TOTAL_SUS","UTI_ADULTO_EXIST","UTI_ADULTO_SUS","UTI_PEDIATRICO_EXIST","UTI_PEDIATRICO_SUS","UTI_NEONATAL_EXIST","UTI_NEONATAL_SUS","UTI_QUEIMADO_EXIST","UTI_QUEIMADO_SUS","UTI_CORONARIANA_EXIST","UTI_CORONARIANA_SUS"
202512,"SUDESTE","SP",353620,"PARIQUERA-ACU","",2077434,"HOSPITAL DR LEOPOLDO BEVILACQUA","CONSORCIO INTERMUNICIPAL DE SAUDE DO VALE DO RIBEIRA","E",5,"HOSPITAL GERAL",1210,"HOSPITAL_PÚBLICO","RUA DOS EXPEDICIONARIOS","140","","CENTRO",11930000,"(13)38569600","consaude@consaude.org.br",176,176,26,26,19,19,0,0,7,7,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2077450,"HOSP MUN PIRITUBA JOSE SOARES HUNGRIA","SECRETARIA MUNICIPAL DA SAUDE","M",5,"HOSPITAL GERAL",1031,"HOSPITAL_PÚBLICO","AVENIDA MENOTTI LAUDISIO","100","","PIRITUBA",2945000,"","samehungria@prefeitura.sp.gov.br",92,71,29,8,21,8,8,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2077469,"HOSP DOM ALVARENGA","ASSOCIACAO BENEFICENTE NOSSA SENHORA DE NAZARE","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","AVENIDA NAZARE","1361","","IPIRANGA",4263200,"","",149,71,30,0,30,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2077477,"HOSP STA MARCELINA SAO PAULO","CASA DE SAUDE SANTA MARCELINA","E",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","RUA SANTA MARCELINA","177","","ITAQUERA",8270070,"(11)2070-6293","rosane@santamarcelina.org",671,549,117,103,98,84,10,10,9,9,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2077485,"HOSPITAL SAO PAULO HOSPITAL DE ENSINO DA UNIFESP","SPDM ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICIN","E",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","NAPOLEAO DE BARROS","715","","VL CLEMENTINA",4024002,"","superintendencia@huhsp.org.br",842,798,117,114,77,74,19,19,17,17,4,4,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2077493,"HOSPITAL GERAL DE SAO MATEUS SAO PAULO","SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO","E",5,"HOSPITAL GERAL",1023,"HOSPITAL_PÚBLICO","RUA ANGELO DE CANDIA","540","","SAO MATEUS",3958000,"(11) 2014-5148","hgsm-dirtec@saude.sp.gov.br",251,251,49,49,24,24,10,10,10,10,5,5,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2077507,"HOSPITAL LEFORTE LIBERDADE","HOSPITAL LEFORTE LIBERDADE S A","M",5,"HOSPITAL GERAL",2054,"HOSPITAL_PRIVADO","RUA GALVAO BUENO","257","","LIBERDADE",1506000,"(11)33452000","mariolucio@hospitalbandeirantes.com.br",270,48,48,30,48,30,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",350310,"ARANDU","",2077515,"HOSPITAL SAO VICENTE DE PAULA DE ARANDU","PREFEITURA MUNICIPAL DE ARANDU","M",5,"HOSPITAL GERAL",1244,"HOSPITAL_PÚBLICO","RUA DEZENOVE DE MARCO","731","","CENTRO",18710009,"(14)37661157","hosparandu@ig.com.br",6,6,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2077523,"UNIDADE DE GESTAO ASSISTENCIAL II HOSPITAL IPIRANGA SP","SECRETARIA DE ESTADO DA SAUDE SAO PAULO","E",5,"HOSPITAL GERAL",1023,"HOSPITAL_PÚBLICO","AVENIDA NAZARE","28","","IPIRANGA",4262000,"(11) 2067-7949","dt@hipiranga.com.br",314,314,32,32,22,22,0,0,10,10,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2077531,"A C CAMARGO CANCER CENTER","FUNDACAO ANTONIO PRUDENTE","M",7,"HOSPITAL ESPECIALIZADO",3069,"HOSPITAL_FILANTRÓPICO","RUA PROFESSOR ANTONIO PRUDENTE","211","","LIBERDADE",1509900,"11 21895220","regulatorio@accamargo.org.br",381,132,50,28,44,22,6,6,0,0,0,0,0,0
202512,"SUDESTE","SP",350050,"AGUAS DE LINDOIA","",2077558,"HOSPITAL SAO CAMILO AGUAS DE LINDOIA","SOCIEDADE BENEFICENTE SAO CAMILO","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","SANTA CATARINA","158","","JARDIM SAO FRANCISCO",13940000,"19 38249988","controller@saocamilosede.org.br",42,30,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2077574,"CONJUNTO HOSPITALAR DO MANDAQUI SAO PAULO","SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO","E",5,"HOSPITAL GERAL",1023,"HOSPITAL_PÚBLICO","RUA VOLUNTARIOS DA PATRIA","4301","","SANTANA",2401400,"(11) 2281-5000","diretoriahospitalmandaqui@gmail.com",419,419,65,65,47,47,8,8,10,10,0,0,0,0
202512,"SUDESTE","SP",352680,"LENCOIS PAULISTA","",2077582,"HOSPITAL NOSSA SENHORA DA PIEDADE","ASSOCIACAO BENEFICENTE HOSPITAL NOSSA SENHORA DA PIEDADE","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","GERALDO PEREIRA DE BARROS","461","PREDIO","CENTRO",18682041,"","",81,49,10,6,10,6,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2077590,"IBCC","INSTITUTO BRASILEIRO DE CONTROLE DO CANCER","M",7,"HOSPITAL ESPECIALIZADO",3999,"HOSPITAL_FILANTRÓPICO","AV ALCANTARA MACHADO","2576","","MOOCA",3102002,"(11) 34744223","diretoria.mooca@hospitalsaocamilosp.org.br",135,76,18,10,18,10,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2077604,"HOSPITAL PRESIDENTE","HOSPITAL E MATERNIDADE PRESIDENTE SOCIEDADE SIMPLES","M",5,"HOSPITAL GERAL",2240,"HOSPITAL_PRIVADO","AVENIDA NOVA CANTAREIRA","2398","","TUCURUVI",2340000,"22616611","sfilenti@hospitalpresidente.com.br",122,0,20,0,20,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2077612,"CENTRO INTEGR DE ASS E SAUDE NOSSA SENHORA DE FATIMA","CONGREGACAO DAS IRMAS HOSPITALEIRAS DO SAGRADO CORACAO DE JE","M",7,"HOSPITAL ESPECIALIZADO",3999,"HOSPITAL_FILANTRÓPICO","JORNALISTA PAULO ZINGG","1078","","PIRITUBA",5157030,"(11)3572-9585","contratos@irmashospitaleiras.org",190,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2077620,"HOSPITAL GERAL SANTA MARCELINA DE ITAIM PAULISTA SAO PAULO","SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO","E",5,"HOSPITAL GERAL",1023,"HOSPITAL_PÚBLICO","AV MARECHAL TITO","6035","","ITAIM PAULISTA",8115100,"(11) 2563-6302","hgip@oss.santamarcelina.org",332,332,36,36,20,20,0,0,16,16,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2077639,"HOSP MUN PROF DR WALDOMIRO DE PAULA","PREFEITURA DO MUNICIPIO DE SAO PAULO","M",5,"HOSPITAL GERAL",1031,"HOSPITAL_PÚBLICO","RUA AUGUSTO CARLOS BAUMANN","1074","","ITAQUERA",8210590,"(11)51780500","ivonepeneirasvale@prefeitura.sp.gov.br",217,179,50,12,40,6,0,0,10,6,0,0,0,0
202512,"SUDESTE","SP",350010,"ADAMANTINA","",2077647,"SANTA CASA DE MIS DE ADAMANTINA NA PROVIDENCIA DE DEUS","ASSOCIACAO LAR SAO FRANCISCO DE ASSIS NA PROVIDENCIA DE DEUS","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","RUA JOAQUIM LUIZ VIAN","209","","VILA CICMA",17803106,"(18)35022200","administracao.sca@alsf.org.br",119,57,9,8,9,8,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2077655,"ASSOC AACD V CLEMENTINO","ASSOCIACAO DE ASSISTENCIA A CRIANCA DEFICIENTE","M",7,"HOSPITAL ESPECIALIZADO",3999,"HOSPITAL_FILANTRÓPICO","AVENIDA PROF ASCENDINO REIS","724","","VIL CLEMENTINO",4027000,"(11)55760883","mmoreira@aacd.org.br",87,27,10,4,5,2,5,2,0,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2077671,"HOSPITAL GERAL DO GRAJAU PROF LIBER JOHN ALPHONSE DI DIO SP","SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO","E",5,"HOSPITAL GERAL",1023,"HOSPITAL_PÚBLICO","RUA FRANCISCO OTAVIO PACCA","180","","PARQUE DAS NACOES",4822030,"(11) 3544-9444 R:322","diego.ferreira@hgg.org.br",260,254,44,38,24,24,9,8,11,6,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2077701,"HOSPITAL E MATERNIDADE LEONOR MENDES DE BARROS SAO PAULO","SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO","E",7,"HOSPITAL ESPECIALIZADO",1023,"HOSPITAL_PÚBLICO","AV CELSO GARCIA","2477","","BELENZINHO",3015000,"(11) 6694-4987","selecaohmlmb@gmail.com",167,167,20,20,6,6,0,0,14,14,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2077752,"HOSP MONUMENTO CEHM","CENTRO DE ESTUDO DO HOSPITAL MONUMENTO","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","RUA LIMA E SILVA","985","1 ANDAR SALA 2","IPIRANGA",4215020,"(11)2915 2277","hospitalmonumento@terra.com.br",50,50,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2077957,"CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO","SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO","E",7,"HOSPITAL ESPECIALIZADO",1023,"HOSPITAL_PÚBLICO","RUA SANTA CRUZ","81","","VILA MARIANA",4121000,"(11) 5087-9911","faturamento@crt.saude.sp.gov.br",46,46,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",354340,"RIBEIRAO PRETO","",2077973,"HOSPITAL SAO LUCAS RIBEIRAO PRETO","HOSPITAL SAO LUCAS SA","M",5,"HOSPITAL GERAL",2054,"HOSPITAL_PRIVADO","RUA BERNARDINO DE CAMPOS","1426","","VILA SEIXAS",14015130,"(16)40090020","diretoria@hslucas.com.br",89,1,20,0,12,0,4,0,4,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2078007,"HOSPITAL MILITAR DE AREA DE SAO PAULO","COMANDO DO EXERCITO","M",5,"HOSPITAL GERAL",1015,"HOSPITAL_PÚBLICO","RUA OUVIDOR PORTUGAL","230","","CAMBUCI",1551000,"","",12,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2078015,"HC DA FMUSP HOSPITAL DAS CLINICAS SAO PAULO","FUNDACAO FACULDADE DE MEDICINA MEC MPAS","E",5,"HOSPITAL GERAL",3069,"HOSPITAL_FILANTRÓPICO","RUA DR OVIDIO PIRES DE CAMPOS","225","","CERQUEIRA CESAR",5403010,"(11)3087-5456","valdices@ffm.br",1543,1476,227,225,128,128,53,51,40,40,6,6,0,0
202512,"SUDESTE","SP",354340,"RIBEIRAO PRETO","",2078031,"HOSPITAL SANTA TEREZA DE RIBEIRAO PRETO","SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO","E",7,"HOSPITAL ESPECIALIZADO",1023,"HOSPITAL_PÚBLICO","AVN ADELMO PERDIZZA","495","","ALTO DA BOA VISTA",14026390,"(16)39199029","hstrp-same@saude.sp.gov.br",263,263,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",352590,"JUNDIAI","",2078066,"INTERMEDICA HPS HOSPITAL PAULO SACRAMENTO","NOTRE DAME INTERMEDICA SAUDE S A","M",5,"HOSPITAL GERAL",2054,"HOSPITAL_PRIVADO","XV DE NOVEMBRO","865","","CENTRO",13201905,"11 31551878","FABIO.OLIVEIRA@INTERMEDICA.COM.BR",149,0,33,0,12,0,2,0,8,0,1,0,10,0
202512,"SUDESTE","SP",352670,"LEME","",2078074,"SANTA CASA DE LEME","IRMANDADE DA SANTA CASA DE MISERICORDIA DE LEME","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","RUA PADRE JULIAO","1213","","CENTRO",13610230,"(19)5713500","",112,85,10,8,10,8,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2078082,"HOSPITAL E MATERNIDADE METROPOLITANO","AMICO SAUDE LTDA","M",5,"HOSPITAL GERAL",2054,"HOSPITAL_PRIVADO","MARCELINA","441","","VILA ROMANA",5044010,"21 38051000","",88,0,73,0,46,0,9,0,18,0,0,0,0,0
202512,"SUDESTE","SP",352250,"ITAPEVI","",2078104,"HOSPITAL GERAL DE ITAPEVI","SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO","E",5,"HOSPITAL GERAL",1023,"HOSPITAL_PÚBLICO","RUA JESUINO JOAQUIM DA SILVA","S/N","","JARDIM NOVA ITAPEVI",6694230,"(11) 4143-8600","sandra.rodrigues@cejam.org.br",267,260,30,30,10,10,10,10,10,10,0,0,0,0
202512,"SUDESTE","SP",354490,"SALES OLIVEIRA","",2078112,"HOSPITAL SANTA RITA DE SALES OLIVEIRA","SOCIEDADE BENEFICENTE E HOSPITALAR SANTA RITA","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","RUA SETE DE SETEMBRO","589","","CENTRO",14660000,"(16)38529999","hospitalsantarita@netsite.com.br",21,17,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",354150,"PRESIDENTE VENCESLAU","",2078139,"SANTA CASA DE PRESIDENTE VENCESLAU","IRMANDADE DA SANTA CASA DE PRESIDENTE VENCESLAU","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","EMILIANO VILANOVA","66","","CENTRO",19400059,"(18)32711124","adm.santacasavenceslau@hotmail.com",112,72,10,10,10,10,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",354140,"PRESIDENTE PRUDENTE","",2078147,"HOSPITAL UNIMED","HOSPITAL UNIMED PRESIDENTE PRUDENTE LTDA","M",5,"HOSPITAL GERAL",2062,"HOSPITAL_PRIVADO","RUA DR GURGEL","715","","CENTRO",19015140,"(18)3311-5000","contab_hmsg@outlook.com",115,0,16,0,10,0,0,0,6,0,0,0,0,0
202512,"SUDESTE","SP",351880,"GUARULHOS","",2078155,"HOSPITAL STELLA MARIS","CONGREGACAO DAS FILHAS DE N SENHORA STELA MARIS","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","RUA MARIA CANDIDA PEREIRA","568","","ITAPEGICA",7041020,"1124238500","asadm@hospitalstelamaris.com.br",96,63,12,10,12,10,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",354790,"SANTO ANTONIO DA ALEGRIA","",2078198,"UNIDADE MISTA DE SANTO ANTONIO DA ALEGRIA","PREFEITURA MUNICIPAL DE SANTO ANTONIO DA ALEGRIA","M",15,"UNIDADE MISTA",1244,"HOSPITAL_PÚBLICO","PRACA JOSE AYUB CALIXTO","471","","CENTRO",14390000,"(16)36681125","hospsaa3@gmail.com",9,9,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",350410,"ATIBAIA","",2078228,"HOSPITAL NOVO ATIBAIA","HOSPITAL NOVO ATIBAIA SA","M",5,"HOSPITAL GERAL",2054,"HOSPITAL_PRIVADO","RUA PEDRO CUNHA","145","","VIL SANTISTA",12941900,"(11)44146000","",87,0,14,0,8,0,0,0,6,0,0,0,0,0
202512,"SUDESTE","SP",350650,"BIRIGUI","",2078252,"SANTA CASA DE BIRIGUI","IRMANDADE DA SANTA CASA DE MISERICORDIA DE BIRIGUI","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","RUA DR CARLOS CARVALHO ROSA","115","","SILVARES",16201010,"(18) 3649.3100","ADMINISTRACAO@SANTACASABIRIGUI.COM.BR",126,87,10,10,10,10,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2078287,"CENTRO DE REFERENCIA DA SAUDE DA MULHER","SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO","E",7,"HOSPITAL ESPECIALIZADO",1023,"HOSPITAL_PÚBLICO","AV RIO BRANCO","1080","","CAMPOS ELISEOS",1206001,"(11) 3367-3900","institucional@hospitaldamulhersp.org.br",172,169,10,7,10,7,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355370,"TAQUARITINGA","",2078295,"SANTA CASA DE TAQUARITINGA","IRMANDADE DA SANTA CASA DE MIS E MAT D ZILDA SALVAGNI","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","DOUTOR JOSE FURIATTI","153","","CENTRO",15900037,"16 32539234","STACASATQ@TERRA.COM.BR",138,88,13,10,8,6,1,0,4,4,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2078325,"HOSP MUN INFANTIL MENINO JESUS","PREFEITURA DO MUNICIPIO DE SAO PAULO","M",7,"HOSPITAL ESPECIALIZADO",1031,"HOSPITAL_PÚBLICO","RUA DOS INGLESES","258","","BELA VISTA",1329000,"(11)30160500","",103,59,20,10,0,0,20,10,0,0,0,0,0,0
202512,"SUDESTE","SP",353180,"MONTE MOR","",2078341,"ASSOCIACAO HOSPITAL BENEFICENTE SAGRADO CORACAO DE JESUS","ASSOCIACAO HOSPITAL BENEFICENTE SAGRADO CORACAO DE JESUS","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","AV JANIO QUADROS","1000","","JD SANTO ANTONIO",13190170,"(19)38791999","hospmor@interall.com.br",35,26,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",350950,"CAMPINAS","",2078376,"HOSPITAL VERA CRUZ","HOSPITAL VERA CRUZ S A","M",5,"HOSPITAL GERAL",2054,"HOSPITAL_PRIVADO","ANDRADE NEVES","402","","BAIRRO CENTRO",13013900,"19 37343288","juridico@hospitalveracruz.com.br",170,0,28,0,10,0,8,0,10,0,0,0,0,0
202512,"SUDESTE","SP",353730,"PENAPOLIS","",2078384,"HOSPITAL ESPIRITA","ORGANIZACAO SOCIAL JOAO MARCHESI","M",7,"HOSPITAL ESPECIALIZADO",3999,"HOSPITAL_FILANTRÓPICO","RODOVIA SARGENTO LUCIANO ARNALDO COVOLAN","S/N","CXPST 14","GILBERTO ELIAS FERRE",16306550,"18 36547300","recursoshumanos@matrizosjm.org.br",58,58,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2078406,"HOSP INDEPENDENCIA","HOSPITAL INDEPENDENCIA ZONA LESTE LTDA","M",5,"HOSPITAL GERAL",2062,"HOSPITAL_PRIVADO","RUA URUCURANA","01","","JARDIM PEDRO JOSE NU",8061100,"(11)20306000","diretoriamedica@hmindependencia.com.br",103,0,14,0,10,0,0,0,4,0,0,0,0,0
202512,"SUDESTE","SP",351740,"GUAIRA","",2078414,"SANTA CASA DE GUAIRA","SANTA CASA DE MISERICORDIA DE GUAIRA","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","RUA 24","872","","PARANOA",14790000,"(17)3332.7000","santacasafinanceiro@netsite.co",61,48,10,10,10,10,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",353710,"PEDREIRA","",2078422,"FUNBEPE PEDREIRA","FUNDACAO BENEFICIENTE DE PEDREIRA","M",5,"HOSPITAL GERAL",1279,"HOSPITAL_PÚBLICO","RUA HENRIQUETA R CANESSO","161","","VIL CANESSO",13927118,"(19)38529630","funbepe@ig.com.br",38,38,10,10,10,10,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",351550,"FERNANDOPOLIS","",2078430,"HOSPITAL DAS CLINICAS DE FERNANDOPOLIS","HOSPITAL DAS CLINICAS DE FERNANDOPOLIS SC LTDA","M",5,"HOSPITAL GERAL",2240,"HOSPITAL_PRIVADO","AV EXPEDICIONARIOS BRASILEIROS","1181","","CENTRO",15600001,"(17)34421844","hospitaldasclinicas@terra.com.br",14,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",353630,"PATROCINIO PAULISTA","",2078449,"SANTA CASA DE PATROCINIO PAULISTA","SANTA CASA DE MISERICORDIA DE PATROCINIO PAULISTA","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","RUA CONEGO PEREGRINO","1281","","CENTRO",14415000,"(16)31451121","stacasapatpta@uol.como.br.",35,23,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2078457,"HOSP STA VIRGINIA","ASSOCIACAO HOSPITALAR FILHAS DE NOSSA SENHORA DO MONTE CALVA","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","CELSO GARCIA","2294","","BELEM",3014000,"11 27993171","juridico@hsv.org.br",67,0,17,0,17,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",350950,"CAMPINAS","",2078465,"REAL SOCIEDADE PORTUGUESA DE BENEFICENCIA","REAL SOCIEDADE PORTUGUESA DE BENEFICENCIA","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","ONZE DE AGOSTO","557","","BOTAFOGO",13013101,"019 32312411","beneficenciacamp@beneficenciacamp.com.br",135,51,40,14,40,14,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",351350,"CUBATAO","",2078473,"HOSPITAL DR LUIZ CAMARGO DA FONSECA E SILVA","HOSPITAL DR LUIZ CAMARGO DA FONSECA E SILVA","M",5,"HOSPITAL GERAL",1244,"HOSPITAL_PÚBLICO","AV HENRY BORDEN","S/N","","VILA SANTA ROSA",11515000,"(13) 3512-7800","diretoriatecnica.hmc@sbcdsaude.org.br",146,138,18,18,10,10,2,2,6,6,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2078481,"HOSPITAL CENTRAL DO TATUAPE","REDE DOR SAO LUIZ S A","M",5,"HOSPITAL GERAL",2046,"HOSPITAL_PRIVADO","PADRE ADELINO","901","EDIF 905 E 907","IV PARADA",3303000,"(11) 2062-0000","licenciamentosp@rededor.com.br",96,0,28,0,28,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",353730,"PENAPOLIS","",2078503,"SANTA CASA DE PENAPOLIS","IRMANDADE DA SANTA CASA DE MISERICORDIA DE PENAPOLIS","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","SANTA CASA","566","","CENTRO",16300027,"18 36542210","SANTACASA@SANTACASADEPENAPOLIS.COM.BR",92,74,10,10,10,10,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",352044,"ILHA SOLTEIRA","",2078511,"HOSPITAL REGIONAL DE ILHA SOLTEIRA","ASSOCIACAO LAR SAO FRANCISCO DE ASSIS NA PROVIDENCIA DE DEUS","E",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","ALAMEDA BAHIA","618","","CENTRO",15385000,"(18) 37431500","sus.hris@alsf.org.br",82,76,10,8,10,8,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",352400,"ITUPEVA","",2078538,"HOSPITAL NOSSA SENHORA APARECIDA","PREFEITURA MUNICIPAL DE ITUPEVA","M",5,"HOSPITAL GERAL",1244,"HOSPITAL_PÚBLICO","PRACA SAO VENANCIO","02","","LAGOA",13296373,"(11)45911220","uac.saude@itupeva.sp.gov.br",50,50,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",354860,"SAO BENTO DO SAPUCAI","",2078546,"SANTA CASA SAO BENTO DO SAPUCAI","SANTA CASA DE MISERICORDIA DE SAO BENTO DO SAPUCAI","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","GAL MARCONDES SALGADO","34","","CENTRO",12490000,"12 369717000","administracao@santacasadesaobento.com.br",40,26,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",352310,"ITAQUAQUECETUBA","",2078562,"HOSPITAL GERAL DE ITAQUAQUECETUBA","SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO","E",5,"HOSPITAL GERAL",1023,"HOSPITAL_PÚBLICO","RUA RIO NEGRO","48","","JARDIM NOVA ITAQUA",8599280,"(11) 4645-4200","secretariaitaqua@oss.santamarcelina.org",276,276,30,30,20,20,0,0,10,10,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2078570,"HOSPITAL CANTAREIRA","SPDM ASSOC PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","AV NOVA CANTAREIRA","3050","","TUCURUVI",2340000,"(11)22033222","nfe@cantareira.spdm.org.br",101,101,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2078589,"HOSPITAL E MATERNIDADE SANTA MARIA CRUZ AZUL","CRUZ AZUL DE SAO PAULO","M",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","LINS DE VASCONCELOS","356","","CAMBUCI",1538900,"","",268,1,58,0,40,0,18,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2078600,"HOSP DA AERONAUTICA DE SPHASP","COMANDO DA AERONAUTICA","M",5,"HOSPITAL GERAL",1015,"HOSPITAL_PÚBLICO","OLAVO FONTOURA","1400","SANTANA","SANTANA",2012021,"","protocolo.hfasp@fab.mil.br",40,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2078619,"HOSPITAL E MATERNIDADE SAO MIGUEL","HOSPITAL E MATERNIDADE SAO MIGUEL SA","M",5,"HOSPITAL GERAL",2054,"HOSPITAL_PRIVADO","RUA LUIS PICOLO","11","","SAO MIGUEL",8010320,"11 2714-0100","comercial@hsaomiguel.com.br",75,0,0,0,0,0,0,0,0,0,0,0,0,0
